id,tweet
2437,allah ya tsare hanya mr president
2438,ai har murnan tayi yawa  but its ok  sai baba
2439,hum allah dai ya kaimu kasa lokaci n a mlaikin billiyan dari n a dollars
2440,allah akbar       hannan she akekira musulinchi   dakoma kiyaye dokokin allah   allah yasa hakin yadauree   kar shedan ya shego chekin lamarin
2441,allah yasa dashi acikin shirin
2442,wow   yau anada lokacin fans kenan thank u
2443,ikon allah knn haka allah yake alamarinsa ya allah ka dubemu da rahma allah muma kayayemana da duniya baki daya ya azizu ya jabbar
2444,may the mighty king  allah  bless ur daily hustle  ubangiji allah ya biya buqatu na alkhairi  blessed
2445,kai gaskiya shirin yayi sosai
2446,masha allah fatan allah yakara basu nasara da juriya da hakuri
2447,harkin kara kyau for supporting barca
2448,gyada me sihiri abara aga biyu  amurza aga hudu atauna aji mulamulan dadi natashi
2449,allah yasa hakan ya xamo alkhairi ga alummar da za a mulka
2450,ahse kema kin sheda xee taji kyau
2451,dadina da ayshat buhari tafi mijinta kishin nigeria
2452,ya allah    ka kawo karshen wannan kisa da akeyi a duk wani state allah ameen
2453,allah yasa ayi posting enki maiduguri ko katsina ko zamfara tunda ynxu an koya muku yaqi
2454,kullum se dai ace allah y yafe batare d kuna gyarawa ba domin samun dacewa kawai kuna tsula iya hege da iya hegiya kuce allah ya yafe
2455,hakan yayi kyau matuka  naso naijeriya ma zata bi bayan pakistan    wajen aikata hakan
2456,allah koh babyn nan kina tsula tsiyafa like that enjoy your time wollah
2457,mukan adamawa ba abunda zamuce saboda munsamu canji dari bisa dari   wutan lantarki kam alhamdulillahi cikan hour 24 muna samun na hour 20 zuwa 22 to kunga ba abunda zamuce
2458,allah ya tsaremu ya kuma karemu baki days
2459,aslm inagaisuwa rahama   yakike ya gida
2460,kai maganace kawai  naje kano da soyayyar wannan yarinyar  amma babu wanda ya kaini sonta ballantana ya fini
2461,barka kadai fatan alheri
2462,man mukiyan ma sai an kara masa kudi  kai  allah yah rufa asiri
2463,banda hince malam   barka da sallah
2464,kemadai kibi a hankali karki janyowa kanki magana pls   domin ke bakida matsala kinji hajiya fati
2465,allahu akbar allah yayi wa malam rahma  ka mutu annan haryanxu muna tare da muryar ka tamkar kana a raye
2466,aljannah  da mata ta gari
2467,masha allah   allah yayi jagora  fati
2468,ki godewa allah   if ur father is nothing a 9ja to ya yan su ma is nothing  yaran su abin da suke yi a   ai yafi wanda kikai   allah ya yimana gafara gaba daya      we are all together
2469,i can t wait  allah ya  ara basira   aukaka da kuma arziki  amin   gidanbadamasi is one of its kind
2470,director abunda yakamata ayi kenan  amma dan allah kada taska ya samu komi
2471,kwarai kuwa ko bay hanaba za arage insha allah
2472,mude ga munan a sokoto zafi muke ta pama dashi allah ya kawo muna ruwan sama muma me kankaran
2473,gaskiyane   anyin hakan
2474,allah yabaka ikon yin adalci akasa baki daya
2475,sarauniya hausa the queen   of hausa movie
2476,allah yayi jagora queen   yar sadau
2477,dai daine wlhy may be zai gyra
2478,amin sarki muma kaine qwanin mu
2479,allah ya tabbatar    sorry
2480,mashaallah allah yakawo mana  karshen wannan mummunar dabi  a  amen
2481,to fa    allah ya kiyaye gaba
2482,sora nakii allah ya nuna muna naki musha shagali en bakin ciki su koka
2483,an gaida mallam garbati na baba buhari
2484,gsky hakan yayi kyau
2485,mai arzki ko a kwara ya saida ruwa
2486,ok toh yayi daidai haka mukeso
2487,gaskiya yau dariya nake sha a app nan   mukam na we be var
2488,allah yasa shi yasi xama alkairi gare ka
2489,allah ya kare  ya tsare mai girma gwamna
2490,wallahi ba za su kirgu ba  kuma na alkhairi  allah ka kara wa buhari lafiya da nisan kwana da imani
2491,babu abunda zai same mu sai abunda allah subhanahu wata ala ya rubuta zai auku damu   allah gamu gareka
2492,allah ya amsa addu ar mu alhamdulillah
2493,allah ya sakama sojojin nigeria da alheri ya kara tsare mana su
2494,allah yasa muna cikin masu parin ciki dunia da lahira
2495,nice   1 best actress inayin ki da fatan kina cikin film din saboda without you no sweet of watching film
2496,masha allah yayi dai dai  haka mukeso  allah yakara mana irinsu diyawa  muma allah ubangiji yabamu dukiya al barka muyi fiyeda wan nan
2497,allah kara lafiya
2498,allah yabaki lafya mamana  yasa kaffarece agareki     i really felt that which you re going through  may allah grant you quick recovery aameen
2499,allah yaji kansa babu ranar tsayar da lockdown kenan
2500,dan allah ka daina mana haka mun tuba
2501,a gaisheku bbc hausa da wannan nazari mai zurfi
2502,allah yajikan mallam  yakaramana hakurin rashin ka  kuma ya amfanan damu koyarwanka  yakai haske kabarinka
2503,innalillahi wa inna ilaihi raji un                          annabi saw  yake cewa idan dai har baku jin kunya  toh kuyi duk abunda kuka gadama  allah ka shiryemu da shiryuwa ka
2504,lol   to gskya ni ke kadae nake so
2505,mashaallah allah ya sanya alkairi yasa anyi kenan   allah kuma ya basu zaman lafiya
2506,glory be to allah 4 u rahama sadau na tau sa yamiki allah ni gun fans din ne
2507,allah ya karemu da karewarsa ya yaye mana wannan bala i dan alfarmar manzan allah s a w
2508,ameen summa ameen my jaruma
2509,masha allahu     waya gayamai zai taba dan gatan allah ya zauna lapiya  lmaoo
2510,zan roki allah  swa  ya duba halin da nigeria    take ciki ya kawo mana gyara dan rahamar sa     kafin komai ya biyo baya
2511,zamusha kallo allah yanuna mn lokacin rahma gsky kundace sai kace ma auratan gaske
2512,gsky malam aminu saira ko iya hk akatsaya film yayi ma ana domin bantaba ganin wanda yabirgeniba piyeda wannan musamman ma bayyanar sarkin waka allah yakara basira
2513,allah ya karemu da karewa su kuma allah ya kubutar dasu bisa ikon sa sukuma kidnappers din allah ya shiryasu ya ganar dasu hanya mai kyau
2514,tabarakallah masha allah  this my sister bata son yimun magana i don t why  am sorry if i sound rough to you
2515,shugabanni sukoyi yin adalci  rikon amana  hakuri  da sauraren koken talakawa da kuma yi masu hidima banda handama da babakere  allah ya gafarta wa mazan jiya sardauna  sir  ahmadu bello   sir  a
2516,allah yasa ya gurfannan  ai ba wanda yafi karfin doka amma bara kuga bazai je ba madadinsa za a tura
2517,bbchausa kuna burgeni
2518,wannan rayuwar kabi allah daya kace ka  rayuwa nan yau kai ni wataran sai lvr mai hnkl kawai yasan da hk   allah ya qanata da rahama
2519,allah sarki      muhammad babalala aini na dauka wani tsoho ne  ashe ashe matashi ne  gaskiya kana bamu join  allah yayi maka albarka
2520,to allah ya bamu abin saya  dama bamu dogara da gwamnati ba  in sungadama suma qara kufin insha allahu zamu siya
2521,allah muna rokanka ka kawo muna karshen wannan bala i  ameen
2522,allah mai amsar tuba ne ga bayinsa matukar da gaske suke  nematuba
2523,allah ya biyaki lallai taimako ya zama dabi anki   kmr yadda allah swt yace duk wanda ya ciyar da mai azumi abun buda baki allah za ciyar dashi a aljanna  da wannan nake kyautata miki zaton   alj
2524,allah sarki rayuwa kenan allah y jikan malam     y kuma sa aljannace makomarsa y kuma kyauta bayansa mu kuma idan tamu tazo allah y sa mu chika d kyau d imani
2525,na am wannan gaskiya neh malam  allah jikan mahaifa yakara nisan kwana da daukaka aamiin
2526,congratulations allah yasanya alheri allah ya kawo kasuwa mai albarka allah yasa abude asa a
2527,allahu akhbar akwai tausayi allah ya karbi tubanki allah yasa aljanna makoma amin
2528,ya allah ka karemu da kariyanka
2529,sai ranar da allah yayi domin wannan kasar tamu allah ne kadai zai iya gyaranta
2530,kuma allah ya rabamu da aikata abunda zucuyar mu ta umurcemu
2531,amen allah kayafemana badan muba
2532,gaskiya ansha kyau
2533,allah yashiga tsakanin nagari da mugu  allah yasa mufi karfin zuciyarmu ameen
2534,allah yasa ya musulunta sbd annabi s a w mukuma allah ya kare imaninmu ya dauki rammu cikin addinin musulunci
2535,allah ya ji kansa     allah ya jikan tala kawan da suka rasu a yan kwana kin nan tala kawan  katsina kaduna
2536,allah yakawo nagari dan karfin salati   rahama
2537,oga na allah ya kara kareka amin
2538,hakan zai taimaka ta fuskoki da dama
2539,allah yasa na karbi takarduna nagama college kimiyi da fasaha akan lafiya na tsafe a zamfara state     ina kara godiya wa allah da dukkan malamai na
2540,gaskiya yakamata kam
2541,allah yayi masa rahma mu kuma allah ya kyauta karshenmu ameen
2542,ehn  to allah yai mana tsari dasu kasanya sabani tsakanin mu dasu mai nisan gaske
2543,allah y jikan musulman da aka kashe nan gida dama duniya baki 1
2544,allah yasa akalla damu king   and prince
2545,allah y karba yakuma bamu zaman lafiya gabadaya
2546,ranka yadade brk da wannan loakaci  wai yaushe za afara sakin                 bana bakwai                a youtube mungode     may almighty allah bless you and your family sir      dagani  mba
2547,ya allah kafitar damu acikin wannan hali a kasarmu tana nigeria
2548,darling sis har kin tunamun da alewar makkah   ga kyau da daraja
2549,innalillahi  wllh kuji tsoron allah
2550,ya subhanalillah    allah ya gafarta mashi yasa ya huta
2551,kunyi dai dai komai saida shiri
2552,wlh nima dawisu ya birgeni fadar wannan gaskiyar allah dai ya kawomuna sauqi wannan tashin hankalin dake damun mu mu yan arewa ameen ya rabbil alameen
2553,allah ya jikanshi da rahama yasa aljanna ce makoman shi ameen
2554,allah yakawomuna dauki
2555,yayi dattijan arziki
2556,allah yajikan musulmi  ya gafarta musu  ya rahamshesu yasa sun huta ameen
2557,da amana kenan
2558,allah ya jikansa da rahma allah yasa aljannace makomar sa idan tamu tazo allah yasa mu cika da imani
2559,allah yayi jagora  ya kuma sa albarka
2560,ikon god sae looking ae daga nan harki kama haska film dinki xaki tah dariya kala kala wancan week din kasuwa tayi miki dadi kinyi dariya da larabci wannan kuma da french next kuma maybe kuma da
2561,ya subhanallah    allah ya gafarta masu it s really painful
2562,mudai yan nigeria allah ya saka mana abinda akeyimana
2563,innalillahi wa ina ilaihim raji u     allah yayi muku rahama
2564,allah ubangiji ya tarwatsa israel   da masu goya mata baya
2565,maganata batada fa ida wa buhari domin yatsara abinda yayi niyya tun a janairu  muna rokon allah yataimakemu yabamu lafiya da zama lafiya
2566,allah   yafe miki
2567,nagode sosai     saura kawai in dauki hoto da ke    i hope that moment will come soonest
2568,wannan haka yake    dama ai wannan shine abinda allah ya umarce mu da mu dingayi  allah yasa mufi karfin zukatan mu amin
2569,kuma an kammala train lafiya  saura da me  allah ya taimaki shugabanni don su dace a samo mafita da karshen matsalolin tsaro a kasata nijeriya    a m e e n
2570,wow kinyi magana mai kyau fav artist
2571,allah yakawo mana zaman lafiya a kasarmu nigeria
2572,gaskia dai mu dunga kula  don allah ku daina zaginta   yar uwarmu musulma ce fa  gwara ku tayata da addu a mutane baku da wuta baku da aljanna  allah ya shirye mu baki daya  bai kamata ana saka a
2573,you re always gorgeous  dear ko yan adawar ki ma sun sani
2574,yawwa    dafatan kasha ruwa lpy sir
2575,minority ke kuka  majority are still with him  alhamdulillah  kaduna is blessed with hard guys and girls    don allah a cigaba da gasa mana su  suna tare da kai
2576,hbd  fatan tsawon rai cikin aminci
2577,muna da rana a nigerian insha allah  very soon sef
2578,allahu akbar rayuwa tayi kyau masha allahu
2579,innalillahy wa inna ilaihy raji un    ba asibiti  bare mota da zata kai ka asibiti    abunda bai fi karfin gwamnati jaha ba  allah ya shirya mana shuwagabanni mu
2580,barka da sallah sis  allah ya maimata mana
2581,to allah ya za a wa al ummar zamfara nagari
2582,ya allah allah ka kawowa mutanen zamfara daukin gaggawa  kayi musu maganin wannan masifar
2583,to wanna cuta sai da muce allah yakaremu da kariyarsa dan alfarman annabi muhammad s a w ameen
2584,hakan yayi dai dai   a basu ladabi
2585,kaii da kyau
2586,allah muna rokonka albarka cin wannan watan na ramadan ya allah ka tsarwatsasu
2587,allah yajikan chairman yakuma sa ya huta ameen we will never forget with this superhero of all hausa movies
2588,so heart touching story  kuma abin da xai baka ciwo da mutane shine  yanxu wanda suka guje ta a baya xasu fara dawowa sabida ta fara samun nakanta  allah ya sa albarka a kasuwancin ki  yar uwa
2589,allah ya waddan wanga cikaba babu    allah ya kara tsarewa
2590,inna lillahi wa inna ilaihi raji un   mudai muna ganin jarabawa a wannan kasa ya allah ka kawo mana dauki
2591,wannan ay ta cancanta
2592,amin allah yasa muyi kyakykyawan karshe
2593,wanan gaskiya ne   the unlimited talent
2594,well done    ogan saura kuma total lockdown  allah ya tsare mu baki daya
2595,allah dai ya biya baba hkuri kkeyi dasu kenn
2596,allah ya kaimu sarki babban dodo gwanki kaci maharba
2597,allah sarki  allah ya yaye muku wannan ciwon  kuma masu yaudaranku sabida wannan ciwon su sani suma ba dabararsu ce tasa suke da lafiya  allah yasa jinyarku ya zamo muku kaffara  allah yasa ya za
2598,natsuwarsa  sanin yakamatarsa  sa annan tawakkalinsa  wanda muna kyautata zaton shine zeyi nasara akarshe   bm
2599,allah ya raba ki da masu dogon hannu
2600,allah ya ja zamanin prince
2601,kumafa wannan abune mai kyau  domin nigeria tanada kwararrun sojoji domin munga aikinsu a laberiya da kuma yadda suka murkushe boko haram da kuma masu garkuwa da mutane da  yan fashin daji
2602,allah ya qara lafia da daukaka shehi
2603,wanan abu yayi kyau duk wani iya hege yana tweeter hakan bai isa ba sai da kuka kai buhari bango
2604,hhhhhh anayi munajin dadi
2605,ai indae har akwai wani magani na so  to bae wuce hakuri bah
2606,allah ya kiyaye musulmi a duk inda yake
2607,wow yasin nadade ina jiran wannan film a kafta
2608,ehhh gaskiya dae yakamata a jinjinawa gwamnatin shugaba buhari koda kuwa ta wajan tallafawa al ummar sa da yayi wajan samun sauyin kayan masarufi
2609,bbc daga nan sansfransisco a sansfransisco state university me and my colleague munji dadin lbrn nan
2610,ra ayinmu kenan a amshi shawararsa koda yake baizama lallai b  wannan irin shugabancin sai addu a
2611,malamai magada annabawa  dai dai ne mallam  allah yasa hakan shine mafi alheri amin
2612,kiji dadin ki rahma   ina tare dake kuma wlh i like ur murya matuka   domin itace sillar da tasaka nake yinki
2613,toh ina anfanin illimi da ba a anfani dashi  all h ya rabamu da irin wannan illimi marar anfani
2614,y subhanallah allah kaji qansu d rahma  wannan musiba da suke ta samun mu allah ka dube mu k yaye mn badan halin mu b
2615,i m watching  kanwar dubarudu  kin iya girki
2616,bayan sir abubakar tafawa balewa da sir ahmadu bello babu wani mahaluki da yakai alhaji muhammadu buhari   argue with your keyboard
2617,gaskiya ne mah aunty rahma kihuta kawaiiiii
2618,wlh fah  the last time i saw him i was like mashaa allah  duk baku kaishi kyau ba yasin
2619,mashaa allahu     sauran                 head
2620,an fara saka dankwali  masha allahu
2621,maganan gsky kenan dattijon kirka allah ya qara lfy baba atiku
2622,allah yakawo mana mafita arayuwar mu
2623,hmmmmm allah dai yasamudace kawai yataimaki musulunci da musulmi
2624,masha allah yaye kyau allah danda basira
2625,gaskia ne  allah yabamu ikon aikata abubuwa wanda addini ya amince dasu
2626,allah ya ganar damu mugane gaskiya amin
2627,bbc    allah ya jikan su mansir liman badan sun mutu ba
2628,woow  the beautiful actress gsky rahma kinyi kyau sosai may allah protect u
2629,rai rai ne wlh kamar yanda sukaji zafi da radadin fitarsa kuma haka zakuji  allah yanaji kuma yana gani    ubangiji ka  kawomuna karshen dukkan azzalumai na fili dana boye
2630,uhmm kuyi duk yanda kukeso allah bamu kudin saya
2631,my congratulations rahama
2632,allah ya biya ku da alheri  ubangiji allah ya idda nufi
2633,woow  france congrats happy winning kofin duniya rahma ashe kema kinason france lalle muna tare
2634,congratulations by the see this   game din hotunan kannywood actors taba link ayi downloading   ga misali yadda game din yake
2635,su waye matattun kuma  ya salam   a fadi alkhairai ko a yi shiru
2636,allah ya yafe miki hajiya sadiya
2637,saboda zaman lapia yayi mana yawa ko  gidanka babu lapia amman          allah ya kyauta
2638,allah ya kyauta   ya kawo ma talakawa mafita
2639,kwankwasiya amana amana sai da amana allah ya taimaki kwankwaso
2640,a ganina da kece a matakin da mijin ki yake wato shugaba yake  zaki kamanta gakiya    kuma da alama wasu basuyi amfani da kujerar taki ba don azurta kansu  ko su mai dake tv   remote control
2641,allah ya kara taimakon sheik dafatan sauran malamai zasuyi koyi da irin wanna jihadi amin
2642,allah yakawo mana karshen masifan nan  ameen
2643,allah ya tsare mu  ya karemu yakuma nisan tamu da ita
2644,ba laifi tana kokari kasan ace education is the key of success
2645,kin kara kyau
2646,gavadai gavadai musulunci allah y sanya hk har cikin    ameen
2647,allah yakawo mana karshen wannan abu
2648,hmmmm muma dai allah ya dora sojin nigeria da suka damu kasar mu da kewaye allah ya kare mana su ameen
2649,allah yasa sun hutah  nigeria    sai allah  allah ya kawo mana karshen wanan fitinan
2650,alhmdllh mun gode allah qara basira  plz wake da acct number ni 5k ma zan tura by god will  sai baba
2651,sadau kina son duk kudin yan nigeria sai ya dawo hannun ki
2652,dama ta samu anty
2653,na san za ayi gida da waje
2654,adam a zango ina gaisuwa  kahuta
2655,allah ya bada sa a   ai abin alfaharin mune
2656,chab harsai april allah yakaimu
2657,allah yakara girma yasa kayi governors jahar kano
2658,amin oga duka ai duk maja ce
2659,wannan gaskiya ne   gwamna malam nasir ahmad ubangiji allah ya gafartawa balaraben sarki
2660,is dis your skin tabdi wallahi kinyi freah tsam
2661,hmm   wae yanason data  dama addu a yace kamai ba wanna ba mudai fatan mu keep shining and keep rising at all times my king
2662,allah ya kara tsare mana mallan ya bashi lpya da nisan kwana
2663,nifa bazan zageki ba amma dan allah inada tambaya guda daya kinaso kiga annabi muhammad  s a w    adalilinki wani kafiri yake kalaman batanci akan annabinmu    rahama allah yashiryeni amiin
2664,ai ta to kokarima kuma tana bada gudunmawa daidai gwagwado nigeria   to germany
2665,allah yabamu ikon riskarsa
2666,godiya dubu king of kannywood
2667,ameeeen ya rab
2668,gaisuwa maiyawa       great
2669,allah yabada sa a     allah yakaro basira my king
2670,mudai kawai abunda allah yakaimu 2023 za a ga abun mamaki a nigeria    inshallahu
2671,tab to allah ya kare masu tsutsayi
2672,oga  wai yaushe zaka fara posting wakokin breaker         barka da juma a
2673,allah sarki allah kamana maganin wannan masifar
2674,ya allah duk wanda ya zaluncemu duk karfinsa da mulkinsa ya allah kada ka barshi yaji dadin duniya ka saka mana mu mutanen kano da irin zaluncin da akai mana ya zuljalalu wal ikhram
2675,dimokradiyya nigeria    tafi ta ko ina burgene naija 4 life
2676,lalle fa     ashe lai mohammed zai gyara tsufan sa
2677,masha allah fatan alkairi
2678,allah ya saka mata da gidan aljannah
2679,ka yarda dani
2680,allah mun tuba ka tsigemana buhari da duk wanda baya kaunar arewa ka mana maganin su
2681,ka ganka  kamar dan saurayi      allah ya kara basira
2682,alhmdllh su anragemasu wahalan shan sanyima xasuhuta avunsu lolz
2683,allah mun tuba gamu gareka ka jikanmu ka tausaya mana badan halin mu ba kadubemu da rahama taka ka karemu da dukkan alumar annabi don albarka sa ka tausaya mana mun tuba
2684,allah yakore damuwa inamiki roqon allah
2685,wakar abba gida gida ta tijjani gandu itace ya kamata tazo a ta farko saboda gaskiya a iya sanina babu wakar da ta fita shahara a 2019 saboda babba da yaro mace da na miji mutum da aljan kowa ya
2686,allah ya taimaka
2687,ungiyar gwagware da tuzurai  arkashin jagorancin shugaban  ungiyar    muna mi a sakon ta aziyyar mu kuma mun bayyana cewar ba zamu taba mantawa dake ba
2688,hajiya rahama ina gaisuwa
2689,role model  allah ya kara daukaka da imani  allah yasa mu zama kamanku ya sheikh  i hope to meet you one day even if that meeting last for seconds
2690,his song verse                 rokon da muke a nan duniya har can lahira allah sa muga annabi muhammadu                 allah ya gafartwa shata  arewa legend
2691,gaskiya rikon amana dadtaku tausayi allah kyautata makwanchi
2692,wowww  gaskiya wannan ba karamin ci gaba bane ga masana antar kannywood  keep moving as a team
2693,allah kara basira oga
2694,mallam dan allah ga sakona zuwa ga kacemasa inayimasa fatan alkhairi saboda wannan wakar tasa da yayiwa may god continue to bless his talent
2695,ikon  saimai muna ruwa muyi shukka  anfara shirye  shiryen shirin zaben 2023 keanan  allah yakaimu lokaci yasa ayi damu  muna masu cikakkiyar koshin lafiya    amma hwa wallahi akwai ta kasa
2696,allah ya kawo saukin abin ya rabb
2697,nikuma tabbass akanki rataye kaina zanyi saboda inason ki so ngasky baby
2698,allah ya bar qauna
2699,yace rayuwar mawaka na da muhimmaci
2700,toh allah sa mudace  ya kuma sa mu cika da imaniii   allah mnah maganin mutanen nan
2701,allah y kawo dauki amin
2702,da kyau  kuma yayi kyau  allah yakara karemu daga miyagun kadda rori
2703,lol  ta tsallake rijiya ta baya dakyar knn
2704,allah ya yi wa malam rahma muku ka yasa mu cika da imani
2705,magana daga masu hankali
2706,wannan hukuncin yayi daidai  domin kar wata tattabara ta kara karya doka
2707,gyad a mai sihiri  ka 6are ka ga biyu ka murshe ka ga hud u ka bushe ka afa a baka ka ji gard i
2708,tundafa shuwagabannin su na america sun kashe me kashesu aiko kunga dole suyi murna
2709,to allah ya tabbatar wa yankin mu na arewa zaman lafiya
2710,dama tuntuni shan shayi kawai sukeyi sai yanzu zai basu umurni  allah ya kawo muna karshen wanga ta adanci
2711,allah yasa 3 din zai zo mana da wuri kar hawan ruwana ya dawo
2712,daga nan filin tuwita    darasin daya kamata su koya shine jajircewa da kuma riko da gaskiya da amana
2713,ya allah kai mana maganin muta nennan dan girman ka kafimu sanin ta wacce hanya xaka biyo musu allah kana gani allah ka bi mana hiqqin mu amin
2714,allah saka da alkhairi duniya da kahuta
2715,allah ya jikan su da rahama  amma                 kuntigi                 ne ko                 kutigi
2716,allah ya temaka  kuma yabada sa a akan alherin dakuka kuduriniya  kuma allah ya kara kareku ya biyamuku bukatinku duniya da lahira amin ya allah
2717,insha allahu bazamuyi kewarsa ba allah zai kawomana wanda yafisa zama alkahiri ga yan nigeria    ya dawo mana da kasarmu cikin hayyacinta
2718,mu ako yaushe da allah muka dogara muna fatan kuma ya isar mana akan abubuwan da ake mana ameen
2719,baba kasha da riyarka    lokacin ka ne  dama nasara kana tare da shi  cikin yardan allah muna maka fatan al khairi allah yakara nasara
2720,zan bari ya sadu dani saboda inhaihu dashi kaga nahuta da hidiman kudi
2721,allah mungode maka allah yh daukaka kasarmu
2722,allah ya baka lafiya mallan
2723,bye                   a sauka lafiya
2724,haka ne  shi babba babba ne  yanada kyau kuma duk dadin da kaji arauwa ka rinka yi kana tuna baya  naji dadin kalamman da prince   zango yayi kan mai gidan sa
2725,allahuakbar     allah ubangiji ya kaara mishi nasara da kariya  mu kuma ya sa mu gyara halayenmu na banxa
2726,wakar nan tai matuqar burgeni
2727,topa allah shi keuta
2728,ma dear whether you re supporting ganduje or abba  you must put your life first  zaben nan fa is not do or die  if it s no longer safe stay at ur parents home  or your matrimonial home   after al
2729,allahu akbar   kayi hakuri allah zesakama  akwai rannan kin dillanchi
2730,alhamdulillah muna cikin farin ciki
2731,shugaba nagari kenan  nigeria tayi rashi matuqa na shugaba jajirtacce  allah ya jiqansa  allah ya karbi kyawawan ayyukansa
2732,allah dai ya baka wani abun yi mafi alkhairi
2733,aiki aiki dai baba akwato mana yancinmu
2734,nijeriya ta bukaci amurka da su kawo karshen kashe bakaken fata da akeyi
2735,allah ya baka ikon adalci da rige gaskiya
2736,shin wai ko buhari yana son talakawa su ji dadin da ya yi musu alkawalin xasu ji
2737,chaii devil   get real partner in rahma sadau allah kashiryamu
2738,allah dai yayi mana sakayya
2739,innalillahi wainna ilaihirajiun ya allah kajikansu kasa mu cika da imani su kuma allah kayi mana maganinsu amin ya hayyu ya qayyum
2740,har yanzu ina so ki sahale min na kalla kyauta
2741,tau  magana ta qare  allah ka cecemu
2742,girmanki neh antyna
2743,ana ta abinci waya ke ta wani waka  ai mu ya kamata a bama kudi  ba wai mu zamu bayar ba  duk wakokin da ka mishi be ishe shi bane  wasu ma basu da lokacin jin wakar  soyyayar daya zamu nuna mish
2744,allah yarabamu da corona kah bamu corola
2745,all d best megida
2746,allah ya tsare  kada azo a saida nigeria a biya bashi
2747,allah kayayemana katsinawa mun shiga 3
2748,allah yasa kugani kukira nigeria
2749,allah yaqara lpia da nisan kwana
2750,diya ta gari   allah ya cigaba da taimakonki
2751,allah ya taimaka ya kuma bada ciniki but jos akwai magana
2752,allah yayi mana maganin abinda bamu iyawaa
2753,fatan alkhairi garesu
2754,allah mai iko dama kina jin    india to yayi
2755,to fa     allah de yasa lafiya
2756,mu cikkakun musulmai muna goyon baya dan duk wanda ya taba annabi s a w komai girman sa bazamu raga masa ba  wannan mutumin ba addinin musulunci yake shugabanta ba  ku kira shi da sarkin sokoto b
2757,nice dressing  riga harkasa  mashaa allah  anma sauran hijab da nikab
2758,ina municipal amma nafison a kaini bichi
2759,kowa yayi gaskiya a lahira ba duka
2760,allah ya kiya mu dai  zanyi following duk wand yayi following dina nayi alkawari wlhi
2761,subhanalillah allah    yakawomana xaman lpy a kasarmu najiria dama duniya baki daya
2762,congrats allah ya sanya alkhairi
2763,zanji dadi sosai kam
2764,kudinka izininka   allah yasa mudace
2765,tantabara mai auren soyayya
2766,allah kawo mana karshen masifan nan
2767,we appreciated it but what can u say about these pple that feed on daily struggles   iyayenmu dayawa suna cida yan uwanmu da iyayenmu mata ne da abinci irin na tsuntsu wanda kullum se anfita an n
2768,gaskiya hakan dai yafi sabo da jama ar kano susan mastayisu
2769,kwarai kuwa bbc da gaske mukeyi
2770,yawwa  dana allah maka albarka
2771,allah ya jikanshi da rahma  ameeen
2772,lallai yayi farashi me kyau
2773,nver 4get the best among the best in all time  matiazazzau    allah ya karo tarun basira da ilimin
2774,ya allah kashirya mana anty na
2775,subhanalillahi muyi babban rashi a jihar taraba  allah ya jikanta da rahama
2776,allah ya saka making da alkhairi allah ya kare ki daga sherin duniya   allah ya baki abunda kk nema duni ya da lahira
2777,rahama kiji tsoron allah ki gyara tsarin rayuwarki kamar yanda na baki shawara lokacin da zaki tafi aikin hajj a sansanin alhazai dake mando kiji tsoron allah
2778,alhamdulillah anzu gurin  allah eda nufi  ameen
2779,allah uban giji ya bashi lfy da dukkan dan uwa musulmi ameen
2780,ya kayatar damu matuka  lalle kacika maganarka na cewar zai fi na kowanne hakan kuma akayi  muna muku fatan alkhairi ako dayaushe  amma yaushe sarkin waka zaizo
2781,allah ya sakawa zulum da mafificin alkhairi
2782,ba dole bah yasha zam zam ga gari mai albarka bah
2783,wannan duk borin kunyane  babu rami meyakawo rami  allah yakyau ta  yashiryamu baki daya  jiki magayi ai gobema wata tamara
2784,mawaki rarara ya bayarda kyautar sabuwar mota ga sadiya sidi umar  karanta
2785,littafansa samada 400 kasidu samada 100 ubangiji allah yakaramaka lafiya allah yakara amfanarda muslulunci dakai  duk wata ilimi dake kanka allah yakara bankadosu tayadda musulinci zai kara dauka
2786,s secret admirer ba fa kai kadai bane  we are many here  but ka fi mu zafi    i like your feedback didi
2787,allah ya kawar muna da wannan bala i ameen
2788,happy sallah washa beby
2789,ina yi miki murnan ranan maulidinki  45  domin kuwa ga wani farin gashi nan can gefen kunnenta
2790,tooo    wata sabuwa kumaa   wannan shene contract dinsu tabana too allah yafisu
2791,allah   yah amince
2792,indai kana rikeda gwaninka ka huta
2793,kayi daidai gwamna
2794,ai yadda bbchausa take iya gamsar da jama a da cikakkun labaran duniya kamar haka wamako zai kawo sokoto 2019 in sha allahu
2795,allah yajikan rai wai
2796,ameen y hayyu y qayyum    gani ga wane ya isa wane tsoron allah
2797,ni nasan kwankwaso zai free badai mutum ba sai dai allah   gaba dai gabadai zaki dan musa
2798,suchanza mahangarsu sukoma yada asalin al adun hausawa abubuwansu zeyi kyau
2799,allah yakauwa mijji nagari
2800,nima nace gwajin nan yana da matukar amfani  gwara dai ayi mai
2801,my king    barka da hutun karshen mako  may almighty god continue to bless both u and your lovely family
2802,hmm allah yakyauta 2miters lkcn sallah mannewa yayin daukan pics
2803,wetin concern agbero with overload    allah ya bada zaman lafiya
2804,happy birthday  may the rahamallahu ta allah be with you my favorite actress  but akwanakin baya kindan kwapsa mani kadan for your trending dressing issues on social media  dun allah ki kula sosa
2805,allah sarki    allah ya basu lafiya
